,date,open,high,low,close,volume,oi,SUPERT_7_3.0,SUPERTd_7_3.0,SUPERTl_7_3.0,SUPERTs_7_3.0,SUPERT_4_0.6,SUPERTd_4_0.6,SUPERTl_4_0.6,SUPERTs_4_0.6,SUPERT_10_1.2,SUPERTd_10_1.2,SUPERTl_10_1.2,SUPERTs_10_1.2,SUPERT_15_1.4,SUPERTd_15_1.4,SUPERTl_15_1.4,SUPERTs_15_1.4,SUPERT_4_0.4,SUPERTd_4_0.4,SUPERTl_4_0.4,SUPERTs_4_0.4,SMA_44,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
73,2021-08-11 13:15:00+05:30,35725.7,35871.05,35712.35,35871.05,0,0,36065.74309359808,-1,,36065.74309359808,35710.08879218948,1,35710.08879218948,,35618.68003832539,1,35618.68003832539,,35589.460401794866,1,35589.460401794866,,35737.292528126316,1,35737.292528126316,,35949.56136363637,,35878.2866557993,0.12000000000000001,False
74,2021-08-11 13:45:00+05:30,35868.75,35903.55,35787.7,35815.55,0,0,36065.74309359808,-1,,36065.74309359808,35767.0390941434,1,35767.0390941434,,35676.00629291789,1,35676.00629291789,,35646.070571030396,1,35646.070571030396,,35793.2343960956,1,35793.2343960956,,35950.33181818182,35532.8,,0.12000000000000001,True
75,2021-08-11 14:15:00+05:30,35818.95,35836.4,35741.4,35765.3,0,0,36065.74309359808,-1,,36065.74309359808,35862.089429390726,-1,,35862.089429390726,35676.00629291789,1,35676.00629291789,,35646.070571030396,1,35646.070571030396,,35837.69295292715,-1,,35837.69295292715,35948.26590909091,35540.215000000004,,0.02,False
76,2021-08-11 14:45:00+05:30,35763.3,35831.95,35719.1,35812.9,0,0,36065.74309359808,-1,,36065.74309359808,35847.34457204271,-1,,35847.34457204271,35676.00629291789,1,35676.00629291789,,35646.070571030396,1,35646.070571030396,,35823.404714695134,-1,,35823.404714695134,35947.33863636364,35547.481700000004,,0.02,False
77,2021-08-11 15:15:00+05:30,35813.6,35825.75,35766.15,35780.35,0,0,36065.74309359808,-1,,36065.74309359808,35847.34457204271,-1,,35847.34457204271,35676.00629291789,1,35676.00629291789,,35646.070571030396,1,35646.070571030396,,35823.404714695134,-1,,35823.404714695134,35946.943181818184,35554.603066,,0.02,False
78,2021-08-12 09:15:00+05:30,35825.4,35957.8,35703.55,35724.3,0,0,36065.74309359808,-1,,36065.74309359808,35915.91600927584,-1,,35915.91600927584,35676.00629291789,1,35676.00629291789,,35646.070571030396,1,35646.070571030396,,35887.502339517225,-1,,35887.502339517225,35944.957954545454,35561.58200468,,0.02,False
79,2021-08-12 09:45:00+05:30,35726.9,35940.8,35711.55,35874.15,0,0,36065.74309359808,-1,,36065.74309359808,35915.91600927584,-1,,35915.91600927584,35676.00629291789,1,35676.00629291789,,35646.070571030396,1,35646.070571030396,,35887.502339517225,-1,,35887.502339517225,35946.25113636363,35577.4307244928,,0.04,False
80,2021-08-12 10:15:00+05:30,35874.85,35907.25,35840.5,35850.25,0,0,36065.74309359808,-1,,36065.74309359808,35915.91600927584,-1,,35915.91600927584,35705.42049340288,1,35705.42049340288,,35676.30444016092,1,35676.30444016092,,35887.502339517225,-1,,35887.502339517225,35948.63181818181,35592.64549551309,,0.04,False
81,2021-08-12 10:45:00+05:30,35851.75,35907.9,35834.55,35867.2,0,0,36065.74309359808,-1,,36065.74309359808,35915.91600927584,-1,,35915.91600927584,35710.81536771852,1,35710.81536771852,,35680.0019734148,1,35680.0019734148,,35887.502339517225,-1,,35887.502339517225,35950.402272727275,35607.25167569257,,0.04,False
82,2021-08-12 11:15:00+05:30,35866.7,35878.95,35783.6,35825.55,0,0,36065.74309359808,-1,,36065.74309359808,35900.939420903014,-1,,35900.939420903014,35710.81536771852,1,35710.81536771852,,35680.0019734148,1,35680.0019734148,,35877.71794726867,-1,,35877.71794726867,35949.11704545454,35621.273608664866,,0.04,False
83,2021-08-12 11:45:00+05:30,35824.55,35872.35,35819.25,35857.8,0,0,36065.74309359808,-1,,36065.74309359808,35900.939420903014,-1,,35900.939420903014,35710.81536771852,1,35710.81536771852,,35680.0019734148,1,35680.0019734148,,35877.71794726867,-1,,35877.71794726867,35944.24659090909,35634.73466431827,,0.04,False
84,2021-08-12 12:15:00+05:30,35859.75,35906.65,35784.2,35883.4,0,0,36065.74309359808,-1,,36065.74309359808,35900.939420903014,-1,,35900.939420903014,35710.81536771852,1,35710.81536771852,,35680.0019734148,1,35680.0019734148,,35803.07334216147,1,35803.07334216147,,35939.295454545456,35647.65727774554,,0.04,False
85,2021-08-12 12:45:00+05:30,35882.8,35928.1,35847.7,35864.1,0,0,36065.74309359808,-1,,36065.74309359808,35900.939420903014,-1,,35900.939420903014,35746.28228412013,1,35746.28228412013,,35713.113435714404,1,35713.113435714404,,35848.09625662114,1,35848.09625662114,,35935.51590909091,35660.06298663571,,0.04,False
86,2021-08-12 13:15:00+05:30,35864.8,35932.5,35822.15,35904.0,0,0,36065.74309359808,-1,,36065.74309359808,35815.993288698766,1,35815.993288698766,,35746.28228412013,1,35746.28228412013,,35713.113435714404,1,35713.113435714404,,35848.09625662114,1,35848.09625662114,,35932.990909090906,35671.972467170286,,0.04,False
87,2021-08-12 13:45:00+05:30,35903.4,35942.9,35849.7,35849.7,0,0,36065.74309359808,-1,,36065.74309359808,35836.32121652409,1,35836.32121652409,,35758.48820806965,1,35758.48820806965,,35725.739858596215,1,35725.739858596215,,35856.314144349395,1,35856.314144349395,,35928.875,35683.405568483475,,0.04,False
88,2021-08-12 14:15:00+05:30,35850.15,35881.6,35797.9,35858.2,0,0,36065.74309359808,-1,,36065.74309359808,35836.32121652409,1,35836.32121652409,,35758.48820806965,1,35758.48820806965,,35725.739858596215,1,35725.739858596215,,35856.314144349395,1,35856.314144349395,,35926.03295454546,35694.381345744136,,0.04,False
89,2021-08-12 14:45:00+05:30,35857.8,35947.15,35837.75,35916.25,0,0,36065.74309359808,-1,,36065.74309359808,35832.8856842948,1,35832.8856842948,,35758.65515453674,1,35758.65515453674,,35726.380327252,1,35726.380327252,,35852.74045619653,1,35852.74045619653,,35924.287500000006,35704.91809191437,,0.04,False
90,2021-08-12 15:15:00+05:30,35917.0,35996.35,35913.85,35991.75,0,0,36065.74309359808,-1,,36065.74309359808,35898.05176322111,1,35898.05176322111,,35824.78487765154,1,35824.78487765154,,35792.407976900424,1,35792.407976900424,,35917.06784214741,1,35917.06784214741,,35925.44545454546,35715.0333682378,,0.04,False
