,date,open,high,low,close,volume,oi,SUPERT_7_1.0,SUPERTd_7_1.0,SUPERTl_7_1.0,SUPERTs_7_1.0,SMA_5,SMA_14,date,open,high,low,close,volume,oi,WMA_14,date,open,high,low,close,volume,oi,VWAP_D,RSI_14,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
16,2021-11-01 10:45:00+05:30,193.7,193.7,188.15,189.25,800,6900,215.63025569436704,-1,,215.63025569436704,206.12999999999997,328.19642857142856,2021-11-01 10:45:00+05:30,193.7,193.7,188.15,189.25,800,6900,270.0114285714286,2021-11-01 10:45:00+05:30,193.7,193.7,188.15,189.25,800,6900,197.81473922902492,5.877387993800607,,472.120088,0.06,0
17,2021-11-01 11:15:00+05:30,189.25,194.55,185.6,185.6,1200,6700,214.16967765300436,-1,,214.16967765300436,192.45,308.9535714285715,2021-11-01 11:15:00+05:30,189.25,194.55,185.6,185.6,1200,6700,250.9985714285715,2021-11-01 11:15:00+05:30,189.25,194.55,185.6,185.6,1200,6700,197.11802935010482,5.8046591711749285,,454.29288272,0.06,0
18,2021-11-01 11:45:00+05:30,185.6,190.55,179.0,179.0,1200,6300,207.07758084543232,-1,,207.07758084543232,187.24999999999997,289.23928571428576,2021-11-01 11:45:00+05:30,185.6,190.55,179.0,179.0,1200,6300,233.67142857142863,2021-11-01 11:45:00+05:30,185.6,190.55,179.0,179.0,1200,6300,196.11676413255358,5.668077098491988,,437.5353097568,0.06,0
19,2021-11-01 12:15:00+05:30,179.0,184.3,178.45,180.0,2300,7200,201.3272121532277,-1,,201.3272121532277,185.51,269.5964285714286,2021-11-01 12:15:00+05:30,179.0,184.3,178.45,180.0,2300,7200,219.10619047619056,2021-11-01 12:15:00+05:30,179.0,184.3,178.45,180.0,2300,7200,194.3146907216495,6.028865189447436,,421.783191171392,0.06,0
20,2021-11-01 12:45:00+05:30,180.0,180.0,164.6,170.0,4600,8600,191.60189613133804,-1,,191.60189613133804,180.76999999999998,249.23928571428573,2021-11-01 12:45:00+05:30,180.0,180.0,164.6,170.0,4600,8600,205.82666666666677,2021-11-01 12:45:00+05:30,180.0,180.0,164.6,170.0,4600,8600,189.94826388888887,5.790367425138622,,406.9761997011085,0.08,0
21,2021-11-01 13:15:00+05:30,170.0,170.0,153.95,163.2,6000,10200,180.81233954114688,-1,,180.81233954114688,175.56,228.39642857142857,2021-11-01 13:15:00+05:30,170.0,170.0,153.95,163.2,6000,10200,194.354761904762,2021-11-01 13:15:00+05:30,170.0,170.0,153.95,163.2,6000,10200,184.43527777777777,5.627345537089724,,387.5861037250198,0.1,0
22,2021-11-01 13:45:00+05:30,163.2,171.0,159.8,161.15,3400,9500,180.81233954114688,-1,,180.81233954114688,170.67,207.40714285714287,2021-11-01 13:45:00+05:30,163.2,171.0,159.8,161.15,3400,9500,185.38857142857154,2021-11-01 13:45:00+05:30,163.2,171.0,159.8,161.15,3400,9500,182.35334331337324,5.576374745368063,,364.22249335251786,0.1,0
23,2021-11-01 14:15:00+05:30,161.15,166.0,154.25,165.9,5100,10100,177.01467803023036,-1,,177.01467803023036,168.04999999999998,194.26785714285717,2021-11-01 14:15:00+05:30,161.15,166.0,154.25,165.9,5100,10100,179.8542857142858,2021-11-01 14:15:00+05:30,161.15,166.0,154.25,165.9,5100,10100,179.6638095238095,7.6633455023375125,,343.1952440172661,0.1,0
24,2021-11-01 14:45:00+05:30,165.9,169.6,158.0,158.0,3000,9600,177.01467803023036,-1,,177.01467803023036,163.64999999999998,188.55357142857147,2021-11-01 14:45:00+05:30,165.9,169.6,158.0,158.0,3000,9600,175.0185714285715,2021-11-01 14:45:00+05:30,165.9,169.6,158.0,158.0,3000,9600,178.3772690763052,7.371527973044787,,324.27071961553946,0.1,0
25,2021-11-01 15:15:00+05:30,158.0,162.0,158.0,161.9,1500,9300,174.4005797773121,-1,,174.4005797773121,162.02999999999997,182.52857142857147,2021-11-01 15:15:00+05:30,158.0,162.0,158.0,161.9,1500,9300,171.46476190476196,2021-11-01 15:15:00+05:30,158.0,162.0,158.0,161.9,1500,9300,177.75829457364338,9.209569189916675,,307.23864765398554,0.1,0
